Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Samarkand,1,Noida,"R-292, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.3353589,28.5677406,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,129
Zooby's Kitchen,1,Noida,"Shop 31, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3814563,28.5663598,800,Indian Rupees(Rs.),Yes,No,No,No,2,3,Yellow,Good,31
Eggzellent,1,Gurgaon,"Plot H-16/6, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.10031841,28.47773187,250,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,1
Special Chicken Biryani,1,New Delhi,"Leela Ram Market, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2191391,28.5642064,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
The Kimchi Project,148,Auckland,"20 Lorne Street, Auckland CBD, Auckland",Lorne Street,"Lorne Street, Auckland",174.765767,-36.85014119,90,NewZealand($),No,No,No,No,4,4,Green,Very Good,61
Lhasa Manthang Restaurant,1,New Delhi,"House 100/B, Block 5, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2279864,28.7008361,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
2 Nice 2 Slice,1,New Delhi,"262, Deshbandhu Apartments, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25765813,28.53853483,1750,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,17
Gola Sizzlers,1,New Delhi,"J-2/14, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1192439,28.6475397,1300,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,246
Chalte Firte Momos & Special Foods,1,New Delhi,"A3/72, Sector 7, Near Hanuman Mandir, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1191677,28.7022199,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,55
Rangrezz Restaurant,1,Agra,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",0.0,0.0,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,71
The Tea Lounge - Taj Palace Hotel,1,New Delhi,"Taj Palace Hotel, Diplomatic Enclave, Chanakyapuri, New Delhi","The Taj Palace Hotel, Chanakyapuri","The Taj Palace Hotel, Chanakyapuri, New Delhi",77.1703995,28.5945492,1500,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,76
Doosri Mehfil,1,Noida,"D-2C, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32429225,28.57171587,950,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Yellow,Good,285
Ohana,216,Orlando,"1600 Seven Seas Drive, Lake Buena Vista, FL 32830",Disney World Area,"Disney World Area, Orlando",-81.585226,28.405437,45,Dollar($),No,No,No,No,3,4,Dark Green,Excellent,1151
Nishaj Chicken Corner,1,New Delhi,"Shop 138, Dr. Kapoor Wali Gali, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1716186,28.5566765,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Liquid,1,Kanpur,"The Terrace, Ratan Zone, Coca-Cola Crossing, Ashok Nagar, Kanpur",Ashok Nagar,"Ashok Nagar, Kanpur",80.31345762,26.47152862,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,24
Mr. Crust Bakers,1,New Delhi,"B-29/B, Opposite Mother Dairy, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.2014873,28.6906011,400,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,741
Shree Rathnam,1,Noida,"309, 3rd Floor, The Great India Place, Sector 38-A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3261382,28.5680132,800,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,139
1911 Bar - The Imperial,1,New Delhi,"The Imperial, Janpath, New Delhi","The Imperial, Janpath","The Imperial, Janpath, New Delhi",77.218185,28.625443,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,10
U.P. Al-Flah Restaurant,1,New Delhi,"L-1, Street 1, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1252807,28.5457776,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Meritage,216,Columbus,"1039 1st Ave, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.992093,32.466158,40,Dollar($),No,No,No,No,3,4,Green,Very Good,302
Tandoor Restaurant,1,Allahabad,"17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.860187,25.443994,500,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,151
Mom's Kitchen,1,Faridabad,"SCF 218, Huda Market, Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad",77.3299747,28.3763294,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Sardar A Pure Meat Shop,1,New Delhi,"J-17, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1729156,28.6873272,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,22
Alam Muradabadi & Hyderabadi Biryani,1,Noida,"Near Wine Shop, Main Road, Sector 22, Noida",Sector 22,"Sector 22, Noida",77.3431349,28.5954289,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Dada Ka Dhaba,1,New Delhi,"D 41, Mohan Singh Market, Sector-6, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.1760606,28.5660557,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,0
Me and My Cake,1,New Delhi,"Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
New Bengal Sweets,1,New Delhi,"M-5, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2345429,28.5504788,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,26
Burger Bites & More,1,Gurgaon,"Shop 5, Annapurna Market, Opposite C2 Block, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0203837,28.4939088,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,19
Pizza Hut,1,Noida,"Ground Floor, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.36484054,28.5973425,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3,Orange,Average,113
Sanjha Chula,1,Gurgaon,"Opposite Tirath Ram Hospital, Basai Road, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0200512,28.4570545,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,6
Trappeze Pub,216,Athens,"269 N Hull St, Athens, GA 30601",Athens,"Athens, Athens",-83.378881,33.958363,25,Dollar($),No,No,No,No,2,4,Green,Very Good,579
Green Chick Chop,1,Noida,"1 & 2, Krishna Royal Plaza, Alfa Commercial Belt 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5115542,28.4711106,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,20
Green Chick Chop,1,Faridabad,"UG 58, Charmwood Plaza, Eros Garden Colony, Suraj Kund Road, Charmwood Village, Faridabad",Charmwood Village,"Charmwood Village, Faridabad",77.2905276,28.4946804,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Nizam's Kathi Kabab,1,New Delhi,"C-25, Commercial Complex, Near Moolchand Flyover, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.234004,28.5667421,900,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,303
Sikkim Chinese Food,1,New Delhi,"Shop 5, Probyn Road, Mall Road, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2132353,28.6960645,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Canteeno,1,New Delhi,"D-61, Gali 3, Opposite Pillar 31, VIkas Marg, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.278285,28.6315528,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Subway,1,Noida,"Plot 7, Block A3, Shramik Kunj, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38739625,28.53409103,500,Indian Rupees(Rs.),No,No,No,No,2,2,Red,Poor,51
Shudh Restaurant,1,Amritsar,"Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.87981389,31.62404722,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,44
Hogshead,189,Pretoria,"Corner Dely & Pinaster Roads, Hazelwood, Waterkloof, Pretoria",Waterkloof,"Waterkloof, Pretoria",28.25626243,-25.7779816,250,Rand(R),No,No,No,No,3,4,Green,Very Good,258
Moti Mahal Delux Tandoori Trail,1,New Delhi,"1st Floor, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2861107,28.6370362,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2,Red,Poor,79
Room Service,1,New Delhi,"Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2353512,28.5501971,1000,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,246
Bitters & Love,184,Singapore,118 Telok Ayer Street 068587,"Telok Ayer Street, Outram","Telok Ayer Street, Outram, Singapore",103.8482541,1.28197,40,Dollar($),No,No,No,No,3,3,Yellow,Good,35
Goldy's Breakfast Bistro,216,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise",-116.2023,43.6149,25,Dollar($),No,No,No,No,2,4,Dark Green,Excellent,879
Golden Bakery,1,New Delhi,"Shop 100, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2203517,28.5851606,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Hahn's Kitchen,1,Gurgaon,"One Horizon Centre, Golf Course Road, Gurgaon","One Horizon Center, Golf Course Road","One Horizon Center, Golf Course Road, Gurgaon",77.09791951,28.45112282,1800,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,12
Panchwati Rasoi,1,New Delhi,"LSC, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.317158,28.6598763,250,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,62
Spice Fusion,1,New Delhi,"Shop 12, DDA Local Shoping Center Market, Mayur Vihar Phase 1",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2956494,28.6065417,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Food Tamasha & Co.,1,Noida,"Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5078806,28.4668203,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,24
Sab Ke Khatir,1,New Delhi,"Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.268562,28.560994,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,14
Cabana's Kabab & Curry's,1,New Delhi,"I-1, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1466722,28.653603,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,73
Chalte Firte Momos & Special Foods,1,New Delhi,"G-8, SGL Plaza, DC Chowk, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1258201,28.7181704,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,212
Fresh n Refresh,1,New Delhi,"Shop 35, Ground Floor, Living Square Mall, Pocket 6, Jasola, New Delhi",Jasola,"Jasola, New Delhi",77.2970413,28.5413666,500,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,22
Choice Corner,1,New Delhi,"2/70 Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1841987,28.6362195,120,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
Chowringhee,1,New Delhi,"1/3, Pusha Road, Near Karol Bagh Metro Station, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19041716,28.64350406,200,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,120
Thalaiva Cafe,1,New Delhi,"Shop 6, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065199,28.659426,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
The Screaming Eagle,216,Waterloo,"228 E 4th St., Waterloo, IA 50703",Waterloo,"Waterloo, Waterloo",-92.335523,42.4984,10,Dollar($),No,No,No,No,1,3,Yellow,Good,101
Jain Restaurant,1,Noida,"Jiyaram Complex, Near Central Bank, Sector 22, Noida",Sector 22,"Sector 22, Noida",77.3425749,28.5950171,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,7
Gallery Cafï¿½ï¿½ - Hyatt Place,1,Gurgaon,"Hyatt Place,15/1, Old Delhi-Gurgaon Road, Sector 18, Udyog Vihar, Gurgaon",Hyatt Place Gurgaon,"Hyatt Place Gurgaon, Gurgaon",77.065948,28.5008981,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,73
Anupam Jalpan,1,New Delhi,"Ansari Road, Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi",77.2436136,28.6450853,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Penta Cafeteria,1,New Delhi,"Shop 6, Block 5, LSC Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1917362,28.6993443,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,95
Madras Coffee House,1,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0720511,28.5103687,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Jimmy's Pancake House,216,Davenport,"2521 - 18th St., Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.504176,41.548746,10,Dollar($),No,No,No,No,1,4,Green,Very Good,85
Burger Joint,1,New Delhi,"14, Crescent Square Mall, DC Chowk, Rohini, New Delhi","Crescent Square Mall, Rohini","Crescent Square Mall, Rohini, New Delhi",77.1248938,28.7183684,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,164
Nutmeg The Gourmet Shop - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,1000,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,25
Tanishk Gourmet Indian,1,Gurgaon,"VPO, Wazirabad, Sector 52, Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",0.0,0.0,800,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Flirty Momo's,1,New Delhi,"25/1, Ashok Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1028818,28.6494365,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,37
Sapra Pastry Treat,1,Gurgaon,"H-6, Qutab Plaza, DLF Phase 1, Gurgaon","Qutab Plaza, DLF Phase 1","Qutab Plaza, DLF Phase 1, Gurgaon",77.1022654,28.4720383,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,33
Maharaja Food Club,1,New Delhi,"Building 1E/2, Jia Sarai, Near IIT, SDA, New Delhi",SDA,"SDA, New Delhi",77.1957825,28.5465624,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Sagar Ratna,1,New Delhi,"Gate 2, GTB Nagar Metro Station, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2077758,28.6979196,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Red,Poor,147
Hawkers,1,New Delhi,"B-1, Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",77.1573156,28.5232091,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,398
Wah! Amritsar,1,Gurgaon,"E-21, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.0879685,28.4617002,750,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,213
Sunrise Bakery,1,New Delhi,"C-96, Ground Floor, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Subway,1,New Delhi,"F-14/14, Main Market, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.190347,28.7061024,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,68
Chings Chinese,1,Faridabad,"Near Gold Gym, Behind Petro Pump Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3200132,28.4118307,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Tybee Island Social Club,216,Savannah,"1311 Butler Ave, Tybee Island, GA 31328",Tybee Island,"Tybee Island, Savannah",-80.848297,31.99581,10,Dollar($),No,No,No,No,1,3,Yellow,Good,309
Chopstick,1,Faridabad,"Booth 15, Sector 11, Faridabad",Sector 11,"Sector 11, Faridabad",77.3185858,28.371835,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,22
Cactus Flower Cafe Navarre,216,Pensacola,"8725 Ortega Park Dr, Navarre, FL 32566",Navarre,"Navarre, Pensacola",-86.8573393,30.4025979,25,Dollar($),No,No,No,No,2,4,Green,Very Good,635
Ramjee's,1,New Delhi,"E-2/16, 1st Floor, Near Shani Mandir, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2096823,28.5340507,150,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,62
Divtya Budhlya Wada Restaurant,1,Nashik,"Next to Dura Gas Pump, Gangapur Rd, Ganpati Nagar, Anand Wali Goan, Nashik",Anand Wali Goan,"Anand Wali Goan, Nashik",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,76
Sapna Restaurant,1,New Delhi,"WZ 167 A, Arya Samaj Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0599045,28.6226053,200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
Chawla'sï¿½_,1,Gurgaon,"10, District Commercial Center, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.100181,28.4287959,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Food On Wheels,1,Faridabad,"Near Gold Gym, Behind Petrol Pump, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3202824,28.4120355,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Al Zaika,1,New Delhi,"F-341, Lado Sarai, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.1912358,28.5244983,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Chicken Mughlai,1,New Delhi,"Bazaar Matia Mahal, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.2335637,28.6487528,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
Khurana Eating Point,1,New Delhi,"17/93, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.2772052,28.6465239,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Janta Bakery,1,New Delhi,"43, Central Road, Bhogal, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.2482385,28.5823926,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,32
Gupta Fast Food,1,New Delhi,"446, Leela Ram Market, Masjid Moth, NDSE II, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.21914127,28.5642885,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,29
Chawla Dillivala,1,New Delhi,"C-5-A, Shop 4, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.08765,28.6217683,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,91
Chill Out,1,New Delhi,"2089/161 Shanti Nagar, Wazirpur, New Delhi",Wazirpur,"Wazirpur, New Delhi",77.1633809,28.6797201,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Biryani By Kilo,1,Gurgaon,"H-16/6, Ground Floor, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1002873,28.4780345,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,403
Barcelos,1,Gurgaon,"SCO 22, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0624025,28.4691552,1400,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,322
Chinese Hut,1,New Delhi,"3/48, Jangpura Extension, Central Road, Double Story, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.247116,28.5816136,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,5
Shakes Cakes 'n' More,1,Gurgaon,"24, Ground Floor, Greenwood Plaza, Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.0598983,28.4439045,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Domino's Pizza,1,Noida,"Shop G-2, Ground Floor, Commercial Complex, RG Residency, Plot GH-2, Opposite Prateek Laurel, Sector 120, Near, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3986498,28.5880007,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
Domino's Pizza,1,New Delhi,"32-33, Grandlays Cinema Complex, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.2688462,28.5613573,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,95
Smile Bakers,1,New Delhi,"Shop 9, BD Block, Som Bazar Road, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.153498,28.717991,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
Rajan Corner,1,New Delhi,"6/27, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.1414608,28.6587838,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,20
Shree Meenakshi Dosai,1,New Delhi,"29/2, Opposite Gate 3,  Ashok Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.0970387,28.6358663,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,8
Food Army,1,New Delhi,"T-265 C/8A, Chirag Dilli, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2243276,28.5373992,450,Indian Rupees(Rs.),No,Yes,No,No,1,2,Red,Poor,18
Hungro,1,Noida,"Indra Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",0.0,0.0,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Viva Hyderabad,1,Gurgaon,"5, New Gurgaon Plaza, Old Delhi Road, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.0445955,28.4764122,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,70
Baker's Zone,1,Noida,"MSX Mall, Site 4, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5278832,28.4580751,200,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,9
Rocks on the River,216,Savannah,"102 West Bay St., Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.092484,32.081394,70,Dollar($),No,No,No,No,4,4,Green,Very Good,687
SodaBottleOpenerWala,1,Gurgaon,"3, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.088508,28.494832,1300,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,2843
Premier Bite,1,Gurgaon,"243, Phase 1, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.08617,28.5128925,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Bake Me A Cake,1,New Delhi,"Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.1290395,28.67409075,750,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,147
Fabulous Cake Bites,1,New Delhi,"C- 339, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.317225,28.66721,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,33
Green Leaf,1,Mysore,"Opposite Reebok Showroom, Kalidasa Road, Vani Vilas Mohalla, Gokulam, Mysore",Gokulam,"Gokulam, Mysore",76.62616667,12.32399444,400,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,214
New Kadimi,1,New Delhi,"A-40, Vishal Enclave, Opposite TDI Mall, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1200714,28.650417,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Orange,Average,90
Bala Ji Sweets Corner,1,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.0992983,28.4250375,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Tashan,1,New Delhi,"M-60, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2441084,28.5335898,2000,Indian Rupees(Rs.),Yes,No,No,No,4,4,Dark Green,Excellent,304
